,id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
16,073e25c3d887a071,FUCK ALL YOU NUT LICKING MOTHERFUCKING FAGOT COCK SUCKING WHORES!  YOU ALL SUCK SHAPIROS COCK AND LICK HIS MOTHERS CUNT!,1,0,1,0,1,0
17,01690416a8bfd6ee,"Again reinstated sentence about 7 Nobels in the first paragraph, for the reason stated above.  If others disagree that this is a defining characteristic of Bx Science that should be indicated right up front in the summary paragraphs, then can we discuss it here rather than playing edit games by removing text without either edit summaries or discussion on the talk page?",0,0,0,0,0,0
18,00fc9cea87bcb9bc,"""
If he is the community manager, then first of all it's a conflict of interest for him to be editing this, and second of all, he has the power to say explicitly on his site that there is no release date. Otherwise, despite who he may be, his position is incompatible with Wikipedia policies. SWATJester Son of the Defender """,0,0,0,0,0,0
19,0872804fee5e6408,"""

 Re: AIP 

Go fuck yourself. -The'FortyFive' """,1,0,1,0,1,0
20,006774d59329b7bd,"And, of course, Peiser is more than just a social anthropologist.  He's one whose recent research has focused primarily on the social aspects of climate change and is thus at least as qualified to comment on the state of consensus as a historian.  Regarding his study, it hasn't been published in a peer-reviewed journal, but the results have appeared in many reliable sources.  In effect, it should be treated no differently than as if Peiser himself (or any other scientist) had verbally relayed the conclusions directly to a reporter.  Literally tens of thousands of Wiki articles contain such references direct quotes from scientists, which appear in no other source but through the medium of a reputable reporter.",0,0,0,0,0,0
21,0489a254fed03fab,stop leaving stupid harping messages for peopel that are nil to do with what you are talking about,1,0,0,0,0,0
22,09954f4c91c75fe4,"Grow up you silly person it's not disruptive editing your reverting is disrupting - hey QED actually pay attention to Wikipedia's own page devoted to people with the surname McKay not Mckay because that name does not exist!(https://en.wikipedia.org/wiki/McKay) Your logic Qed - suggests that this (https://en.wikipedia.org/wiki/McKay) is wrong because McKay has uses an uppercase letter 'K'. You imbecile just ask a specialist in the field of surnames, specifically Irish and Scottish surnames and you will have your answer!",1,0,0,0,1,0
23,00587c559177dcf2,"""

Reply
Are you being facetious? if not, you would have relayed the same message to Jza and MRSC as my words were no more stern than theres. If you would like evidence for any of the claims made on the talk, then I will only be too glad to provide. You also failed to provide diffs in your message to me, in regards to which words you're claiming are offesive, perhaps WP:Assume good faith.

The two users constantly harass and follow me to articles making disruptive edits in violation of numerous Wikipedia guidelines (WP:HARASS is just one). For example the removal of third party references from articles which don't suit their POV, without entering an edit summary (considered by Wikipedia guidelines as bad faith and a violation of WP:BLANK). The violation of WP:NEO by adding derogatory neologisms to the articles of organisations who they do not personally agree with, despite being made aware of the policy, despite not having any reference to the said organisation being described with said neologislm and despite the community majority constantly removing the derogatory term.  The same """"tag team"""" practise can be shown to be used against numerous other editors who edit articles on British culture and trad counties, not just against me. Again, if you would like evidence just ask.

It would seem however, looking at the messages on your talkpage above, especially the lovely intertude under """"UK mediation"""" section, that Jza messaged you (somebody he seems very familiar with) in violation of WP:CANVAS. Specifically the section on Wikipedia:CANVAS#Campaigning may interest you. If you're going to be an admin, may I suggest you please make yourself familiar with the policies and guidelines I have referenced in this message. Rather than accusing me, a user who is being cyberstalked, of """"personal attacks"""". Systematic bias is not acceptable, you're here to make sure that our policies are upheld not to chip in for the sake of a friend. Thanks. -   """,0,0,0,0,0,0
24,05bde2e257e74eca,The only thing you are persistant at you ugly bastard is fucking the TROLL''',1,0,1,0,1,0
25,064b40838be64027,"HOW ABOUT A LITTLE FIRE, NATE!  (Throws fireballs at nate!) I STOLE WIKIPEDIA! I STOLE WIKIPEDIA! FUCK WIKIPEDIA! FUCK!",1,0,1,0,0,0
26,02a4e52899344a88,"MILLINOS OF HUNJAN looking at hunjan template not just me other hunjan will fight back, your concept of art bull of shit!! 86.166.250.11   tharkarn and what waste man!",1,0,0,0,0,0
27,01c75507e0b0c86f,"You have never met or been photographed with Keith Wigdor. 

Whoever you are, I am asking you to not interfere with the article about Keith Wigdor.  You have no resources or connections to him (unless you are somehow being deceptive), so really you are not any sort of expert on this artist.   20:04, 17 Dec 2004 (UTC)",0,0,0,0,0,0
28,01754c25a20d4b7b,The real personal attacks are the repeated undoing of my edits by everyone else.,0,0,0,0,0,0
29,019ffe9293bf9c8b,"""
That would be pretty odd for those declassified documents to mention a movie that was created after the events for which both the movie and the documents do related about. The declassified documents were not synthesized for the movie, unless you want to prove a conspiracy on the synthesis (very odd). It is perfectly valid to use the documents to relate to the same historical events to further verify the what happened, but the use of primary source in such a was is not ideal for wikipedia. Since it is not ideal, that is why I left it here on the talk page if someone wants to research it more to find ideal references. —  """,0,0,0,0,0,0
30,08efbe9f80f86780,"Yeah, he said he'd never heard of Ferrara, what a crook, the name bad lieutenant just appeared to him in a german sausage.",1,0,0,0,0,0
31,03c207be67b02e60,"You Need To Stop. 

What difference does it make if the episodes of ANY show have their own articles? You're acting like a major geek. Will WP collapse within itself if it's not perfect? I think the Joker said it best when he said:

THE ONLY SENSIBLE WAY TO LIVE IN THIS WORLD IS WITHOUT RULES

And don't EVEN try to tell me that WP would be terrible without rules. You can have moderators to stop vandalism, JUST STOP FUCKING REDIRECTING. It's getting on my nerves, along with about 75% of WP users.",1,0,1,0,1,0
32,009d0fe5e7ee720a,", and I would like to clamp down on them",0,0,0,0,0,0
33,004b975fabbbffa9,"Paleontologists agree that organic remains must be buried quickly so they can be preserved long enough to be come fossilized.  However, the term fossilized is not a very precise term.  There are several factors and metamorphic mineral processes which occur to organic remains that result in what is typically called a fossil.  One major factor concerns what kind of organisms are to be fossilized  vertebrate, invertebrates, radiolarians, sponges, plants, pollen, foot prints, etc.  And multiple processes may include permineralization, recrystalization, carbonization, replacement, dissolving, diagenesis, etc.  Talking about fossilization is a complex issue, however quick burial is not questioned.

The major question is, how long does it take for these processes to work on organic reamins in the environment they are found in?  Experimental taphonomy has resulted in an assortment of remains becoming fossilized by various processes in the lab, which of course implies that given the right conditions, vast ages are not an issue.  The metamorphic processes are ongoing until an equilibrium is met between the chemical enviroument of the burial site and the minerals of the organic remains.  Flood catastrophic geologists do not expect that organic remains buried during the flood were completely fossilized within the one year period of the flood, but rather that there has been some 4000 years for the processes to have been working.  Much more work needs to be done on the taphonomy of organic remains.  Yet, how one interprets even those results will depend upon which world view you choose to believe with.",0,0,0,0,0,0
34,09914ace666e9c1f,"heY TOdds! Quick Q? 

Why Are You So Gay",1,0,0,0,0,0
35,0559f0de5c90f55a,"You must have the lowest IQ of anyone on wikipedia, I can't converse with a fool like you",1,0,0,0,1,0
36,00ced92ee28c7ee8,"""

66.185.85.80's rant

Presently, we are witnessing  an open war against Croatian Dinaric culture.  Croatian Left often portrays this culture as """"primitive"""" and """"rural"""" (even """"fashist"""") being  in  service of Conservative HDZ party. Croatian writer Predrag Raos, for instance, """"performed"""" on gusle instrument in Zagreb on several occasions this year (2004) with only one intention - to ridicule the same instrument and its rich poetic tradition.
 
Another """"apostle"""" of Croatian Left - Miljenko Jergović - refers to his political opponents on the Right as """"gusle players"""". 

Some even claim the Serbian origin of Croatian Dinaric culture following the line of traditional greater Serbian propagabda (all štokavian people and their culture are Serbian). However, Croatian Dinaric folklore and its rich gusle heritage is primarly Croatian. Dalmatian costal region has been historically associated with this culture. For example, the first written document about the most popular folk hero of traditional gusle music, Marko Kraljević, is associated with Dalmatian island Hvar through Petar Hektorović's book """"Ribanje i ribarsko prigovaranje"""", 1568). Also, the first historical document which mentioned gusle player and its instrument originated in  Dubrovnik (1547). Even now, a contemporary Croatian writer (born in Dubrovnik) Stijepo Mijović Kočan tells us a story about his uncle (also from Dubrovnik area) who could memorize numerous gusle songs (Stijepo Mijović Kočan: Gusle, Glasnik, May 25, 1992, p. 42). Dubrovnik is also a home of Anica Begin (born Kalafatović, 1816), a daughter of famous gusle player Ante. Although illiterate, she was able to recite by heart an immense number of gusle songs, some of which were recorded in antology of Croatian folk poetry. 
 
Not far from Dubrovnik, another coastal city - Makarska – was  also a bastion of Croatian gusle music. Actually, this region could be considered the Capital of all Croatian gusle players. This Mediterranean area  also gave birth to  Andrija Kačić Miošić (18th century Catholic priest), who is  viewed as the father of all gusle players of Croatia and beyond. To honour Kačić's work, Ivan Meštrović, the most famous Croatian sculptor, built a sculpture in America showing Kačić in his priestly clothes  playing gusle instrument.  

In addition to Kačić, Makarska Littoral produced a great many other followers of Croatian gusle music. According to dr. fra Karlo Jurišić (who quotes the work of Croatian folklorist Stipan Banović), Zaostrog alone  produced a great number of gusle players starting with Stipan Kosović-Kudrić (1771-1818) and culminating with the most known Mate Banović – Trliš (1844-1915).  As for Dalmatian women, they didn't play gusle (it's    considered   a male activity only), yet they were actively involved in spreading  gusle music  by  imitating its sound. 

Olinko Delorko, the researcher of  Dalmatian  folk poetry in the 1960s, states in his book Ljuba Ivanova (1969) that most of his Dalmatian folk poetry collection was obtained by  women, especially the ones from the island of Hvar. 

The Zadar Littoral also witnessed strong gusle tradition. English writer Maude M. Holbach, travelling through Zadar region in the first decade of 20th century  states in her book  """"Dalmatia: The Land Where East Meets West"""" that the gusle was the national instrument of the region. As for Dinaric dances, which took place at markets and certain festivals, they  are very picturesque and interesting, and worth going a long way to see, being a survival of ancient custom probably unique in Europe (p.54)

This admiration for Dinaric folk music, particularly gusle, was seen in both Dalmatian Litteral and  Hinterland.  Matija Murko, the researcher of this literary/music forms,  had reported   that during his trips  through Dalmatia in the 1930s, he saw a child, barely three years old playing gusle (Eduard Osredečki: “Hrvatske narodne junačke pjesme”, Željezno-Beč, p. 9)

Now, lets  take a look at  the names of some Dalmatian sports clubs and organizations: Hajduk, Junak, Gusar, Alkar, Uskok, sinjska alka, etc. What do they have in common? Of course, their names refer to the heroic gusle tradition of the region. 

Having this in mind, one wonders why this proud Croatian heritage has become almost  extinct.  Why do we have so few gusle players today ? Is it a  result of  unavoidable urbanization  of  modern Croatian society where peasant culture is being considered  inferior to global  rock 'n' roll  culture ? If so, why has tamburitza music of Northern Croatia  gained wide acceptance from the Croatian establishment while its  Dinaric counterpart (gusle music) is looked upon with suspicion and  open hatre",0,0,0,0,0,0
37,0082b4b42b3f07a1,I've abused NOTHING. Your threats are extremely disrespectful to the rules of Wikipedia. All I have ever done is tried to improve the quality of Wikipedia articles and maintain the standards of quality. I should NOT be treated like a vandal who only registered to muck up articles. My account should not be blocked. I should be an administrator. (  ),0,0,0,0,0,0
38,01749628cf9e9c18,"""

 Image 

 Image deletion warning Image:Metroid Prime Hunter title screen, top display.jpg has been listed at Wikipedia:Images and media for deletion. If you feel that this image should not be deleted, please go there to voice your opinion.
 16:31, August 31, 2005 (UTC)""",0,0,0,0,0,0
39,019c4ce48e6bfbab,"HELLO 

You disgrace to humanity. Stop wasting valuable Internet resources (your killing the fucking planet) and throw out your PC. PS it's like 3am what the fark kinda life do you have on Wikipedia 24/7. A VERY SAD AND LONELY ONE LOL. Life's too short find something better to do",1,0,1,0,1,0
40,0897bd576287b8d9,"moderator on wikipedia 

moderator on wikipedia are a bunch of twats who like to suck thomas malinas tiny cock",1,0,1,0,1,0
41,028f5b635f7fa2dc,"Why are you changing the SOMALI PEOPLE WIKI????????????????????/ 

SERIOUSLY????????? THAT PAGE IS BIASED TO ONE CLAN, I ADDED A MORE DIVERSE REPRESENTATION OF SOMALI PEOPLE!

YOU STUPID CRIMINAL.",1,0,0,0,1,0
42,0831a9934bee1482,"""

oh i see, my comment is a personal attack but others, for example one who called him a """"dumb-ass little shit"""" and SqueakBox (annoying user of the week) agreeing, isn't? p-lease, your removal of solely my comment is unfair and irrational (as it was just speaking the truth - wikipedia's obsession with civility borders on the ridiculous when it means people have to hide what they really think and play nice with obviously disruptive users so that they won't get hit with the banhammer).  """,1,0,0,0,0,0
43,01b99e4b383d2be3,"""40, 25 January 2008 (UTC)

NO, i am NOT being uncivil. Try UUser:Lbrun12415. he's called other users a waste of sperm, a moron, etc. Block him, the one who's truly uncivil. -  

Rikara, I recommend you cool it. Yelling and arguing is not going to get you anything. Take a breather and come back when you're feeling calmer. Otherwise you will find your talk page protected and you will be forced to take a breather. -  
I have seen nothing of the sort from that user (who has since been renamed), at the very least not in this current situation. -'''' (Blah v^_^v) 23:""",0,0,0,0,0,0
44,07eb17742300fb7e,"Of course not. 'Patrons', as you so kindly put it, are, for the most part, an assorted bunch of hobos, wash-outs, and other generally unemployed and more-or-less perpetually starving people, such as Hollywood star wannabees.",1,0,0,0,0,0
45,073842942003442a,"""
Maybe you should look up what harassment is.  Please change the reasoning for my block to something respectable that deals with the situation at hand.  I did not harrass you in any way, shape, or form.  I asked you to fuck off in the context of my user talk page.  And I repeat again my statement, fuck off my talk page when this issue is over.  It is my right to ask you to fuck off my talk page.  It is not my right to block you from this page, but again it is my right to ask you to fuck off this user talk page.  Bits andPieces 
And why will you have to do that?  I am disrupting the project by asking you to fuck off my talk page?  Nope.   Bits andPieces 
Lengthened the block to 1 week, and you can't edit this page. I hope you are more reasonable next week, see you then!  // have a cup // ark //  """,1,0,1,0,0,0
46,01841da25aaaa16c,"""

Please do not replace Wikipedia pages with blank content. Blank pages are harmful to Wikipedia because they have a tendency to confuse readers. If it is a duplicate article, please redirect it to an appropriate existing page. If the page has been vandalised, please revert it to the last legitimate version. If you feel that the content of a page is inappropriate, please edit the page and replace it with appropriate content. If you believe there is no hope for the page, please see the deletion policy for how to proceed. Thanks for contributing to Wikipedia!   talk """,0,0,0,0,0,0
47,00905910dcbcc8aa,"""

 An important message 

Block me. I can live with it.

The mess that's being made of Parker v District of Columbia is why Wikipedia can't rise above the level of a sophisticated Blog.

The """"Controversy"""" section doesn't belong there in the first place, and the fact that you and other non-experts are issuing """"warnings"""" indicates Wikipedia has become a sandbox for idiots.

Sorry I can't be more polite, but that's the long and short of it.

 

'""",0,0,0,0,0,0
48,001b2dd65d9d925c,"I don't believe the Lisak criticism present there conforms with the NPV rule.  Lisak doesn't have a neutral point of view to begin with.  If an offer to polygraph or even concerned review of polygraph results shocks a complainant into thinking her lies have been uncovered, the recantation is still perfectly valid.  If you know you are telling the truth, you will argue with machine or investigator.  Also part of Kanin's research was a followup of the recanted story where possible to verify if any were false recantations.  In all followups the recanted version of events matched what the accused said happened.

Arguing that Lisak is a respected PHD is baseless if Kanin is a respected PHD.  I agree that my edit wasn't as neutral as possible though, so apologize for that.  Still something must be done here.",0,0,0,0,0,0
49,0144a62d90f62f89,"""

 ARTPOP (2012 album) 

Hello, thank you for all your contributions! I make this message in good-faith. Please do not make hidden comments like this stating that an editor will be blocked if they remove a redirect. I am in no position to be asking this but I am saying this as it could turnaway new contributors (who aren't aware of the rules) feeling they have been bitten. In this case, I think a kind [user] talk page message would be more appropriate and effective. Also, you edit was reverted so I reverted it back to your version but also removed the block warning as it is not appropriate (no admin will/should block just because a user removed a redirect, specially if that hidden message was their only warning.) Feel free to correct me if wrong.Again, I write this in good faith. )  Cheers,  Huntley """,0,0,0,0,0,0
50,00744c2f77391702,"Absolutely, use of that word is strongly misleading, even with '-like'. The structure had nothing to do with mastaba - a burial chamber basicly. Mastaba by definition has entran & ceinner space.
This structure was one solid pile of rocks, with no inner space or entrances.
It was ment as a wall fragment.",0,0,0,0,0,0
51,0164a6c212293bb3,""", 30 December 2009 (UTC)
Don't worry, I told you I had your back, and I'll continue to defend ya. ;) Yup, we got our proof of work. When I first saw it, I was like 'That's no reliable source', cause I remember you reverted that source one time. But, when I looked over the article and saw Ref. 63 I was like 'Oh shit', so I reverted it. I'm glad you went """"going back"""". ;) I'm glad my """"two words"""" have gone on to """"save"""" me. Question: Would you like for me to expand leads on all SS members?  (Hit  21:31""",0,0,0,0,0,0
52,06deb5df37817a34,"You are a Disgrace 
Sitting there with no life reverting valid edits. Get a life idiot 70.26.41.242",1,0,0,0,0,0
53,007e1e47cd0e2fec,"Homosexuals are intent on legitimizing their behavior. Therefore, they will seize any opportunity to suggest that famous persons are gay. In this way, their way of life will be received as being not only harmless, but perfectly normal. As generations of people grow from childhood to maturity and are exposed to this strategy, they increasingly develop a tolerance for homosexuality. In this way, it is now almost universally accepted as a diverse or alternate behavior or way of being, similar to a religion, race,  or nationality. Lestrade",0,0,0,0,0,0
54,008e0818dde894fb,"Kill all niggers. 

I have hard, that others have said this.. should this be included? That racists sometimes say these.",1,0,1,0,1,1
55,00c0b8ed05ed7833,"Fuck off

You are NOT an administrator. You DON'T have the authority to tell me what to do.",1,0,1,0,0,0
56,009a6b3e571ee155,"more info 
Thanks for entering this article. There are a few errors, which I have corrected. It would have been nice if you had not simply cut and pasted the text from the Clear Lake article.",0,0,0,0,0,0
57,002264ea4d5f2887,"Why can't you believe how fat Artie is? Did you see him on his recent appearence on the Tonight Show with Jay Leno? He looks absolutely AWFUL! If I had to put money on it, I'd say that Artie Lange is a can't miss candidate for the 2007 Dead pool!   

  
Kindly keep your malicious fingers off of my above comment, . Everytime you remove it, I will repost it!!!",1,0,0,0,0,0
58,05f69d22471ee406,"I had enough of *you*, bastard.",1,0,1,0,1,0
59,012edfca8b3fa98c,"Stay off my talk page, stalker. 12.39.2.83",0,0,0,0,0,0
60,07e0346aeda107bd,"WHAT'S WRONG WITH YOU?
GO KILL YOURSELF, YOU VILE CREATURE!!!!!!!!!!!",1,0,0,1,0,0
61,018663f910e0bfe6,What a motherfucking piece of crap those fuckheads for blocking us!,1,1,1,0,1,0
62,0061b075244dd234,"Once again, I responded to MileMoney's reasoning for his edit and I gave my reasoning for my edit.  Yes, it is absolutely relevant to this page.  There are other places for the discussion on income inequality than in the Progressive Tax article.",0,0,0,0,0,0
63,05a928e4d2101d4e,"@: nobody cares about the Fucking Shit like you, fucking bitch........................ 5.9.97.199",1,1,1,0,1,0
64,0091798f05a311af,http://www.users.bigpond.com/MONTDALE/page8.html  Heritage from village Κρανιώνας in macedonian Дреновени. Sources claim that the village was pure Slavic.,0,0,0,0,0,0
65,00d25c1c69a8191b,REDIRECT Talk:List of South Carolina Stingrays seasons,0,0,0,0,0,0
66,00b9f6b033b31ccf,"Article about Ed Morrissey 

Hi. I've just moved our article about Ed Morrissey and Captain's Quarters to Ed Morrissey, and started bringing it up to date. Would you be able to take a look at it and (please!) fix any defects you spot. Thanks, CWC",0,0,0,0,0,0
67,0158eca1e46454f4,"""
Agreed, will take a stab at it. It also needs major formatting cleanup and Wikifying, it sounds too much like a fan conversation - the references are all either YouTube links or """"personal communications"""". I'm trying to at least pare down the """"BEST MUSICIAN EVER!"""" statements, could use some help with the discography section too.   """,0,0,0,0,0,0
68,01dbc875f2d85f66,ok stop being lame. seriously. go watch pokemon.,1,0,0,0,0,0
69,0063a8786a7034fc,"""== Attributing and classifying of personalities == 
Invitation. Your input to Culture of Lithuania is welcomed. 
Some problems of defining personalities or attributing them to certain well-known ideological systems may raise here. I propose a quite liberal variant of it, where definition may not be connected with one certain word. Necessity however to follow certain classifying remains. 

My initial ideas on this branch, the ones, concerning period of Lithuanian national Renaissance period: Some artists, writers or other cultural workers of this period are often described as  modernists. This definition is not false, but some more concrete things should be added, some specifics of Lithuania. 
We should distinguish leading ideas of the Nat. Renaissance from later modernism, which is more known for us. Cultural aspirations of the later Nat. Ren. may be defined as  modernism in a cultural context of Lithuania. But they accented also expression of Lithuanian cultural heritage, and their expression may be seen as something simply typically  Lithuanian. I mean, that such authors in as  Čiurlionis is seen as modernist in Lithuanian context, but it also (and even more) is a representative of Lithuanian culture, when in European or World-wide context. A parallel  example may be taken from literature of India. Poet  Tagore, well known Nobel price winner is known for us as a representative of culture of India. Making India more understandable and closer for western people is concerned as main his input to Western culture. But in his own country, he was seen as a modernist too, who was changing traditional cultural forms, especially stagnated ones. This way also Lithuanian cultural leaders of the N. Ren. could be seen as modernists, which were broadening cultural forms and changing stagnated ones, in Lithuanian context. They also can be seen as modernists in a wider context, but more for acquainting Western people with Lithuanian culture than for their direct input into Western culture. Čiurlionis is the best example here. 
In other way, the later Lithuanian modernists (they depended mostly to later  generation, approximately from 4th decade of the 20th century) concerned themselves part of Western modernistic movement and their main purpose (looking generally) was  to introduce Western European ideas into Lithuanian cultural life (see the table below). 
We see two different movements and two different world outlooks here. The problem is, that both movements collaborated, especially their political wings did, and interchange of ideas between them is well seen. So, many researchers don't pay attention to this difference. Especially in the Soviet period, when national ideas were officially forbidden, mixture in description of these movements was allowed. E. g. philosopher Ramūnas Bytautas, who clearly depends to the first generation, is often described as liberal. And it may be understood in a sense of the second generation (as idea of liberalism).
 

 period and generation  artists, writers, philosophers etc in a context of Lithuania in an European context The National Renaissance period, the younger generation, approx 1905 – 1930  painter and composer  Čiurlionis, painter Kazys Šimonis, poet and philosopher Vilius Storastas - Vydūnas, dramatist Sofija Kymantaitė - Čiurlionienė, poets Adomas Jakštas, Motiejus Gustaitis, Liudas Gira, composer Stasys Šimkus, philosopher Ramūnas Bytautas.  reformers and innovators of Lithuanian culture Representatives of Lithuanian culture, almost unknown before them. The period between WWI and WWII and post-war years.   poets V Mykolaitis - Putinas, Kazys Binkis, writer Ignas Šeinius – Jurkūnas, artists: all 'ars' group,  philosopher Juozas Girnius  Modernists, introducing new Western ideas into Lithuanian cultural life  Central European modernism. 
Note: Lists of personalities isn't complete here, nor it's made precisely by prominence. 
 07:51, 2004 Jul 16 (UTC)

""",0,0,0,0,0,0
70,02c5be40edbd40cc,"WikiDon, STOP stalking me!",1,0,0,0,0,0
71,0048e4ed8a0af433,"I'm not vandalizing  

I'm just having fun man, you have no sense of humor if you think I'm vandalizing stuff. lemonparty.org=this site now",0,0,0,0,0,0
72,00882ab8cfa42274,"""

Please see ref 1, 4 , 5 & 6 of this article, mentioned by Wikipedia for Youngest Patent holder of India. Moreover I mentioned about news & latest book about real life heroes, by providing notable & reliable reference. Do not you feel DNA group is reliable & notable reference as Its page exists on Wikipedia. Do you really believe that, what ever or who so ever provide information for this article is having bad intentions. In your words sock/meatpuppets. Did i asked/suggested anything from you to edit or write. I am a free man to send information & You are a free person to analyse it. Are you above Wikipedia? When ref 1, 4 , 5 & 6 of this article, mentioned by Wikipedia for Youngest Patent holder of India for the subject..Why you speak in bad words...Your words verbatim """"Any book or review which repeats the """"India's youngest patent holder and the youngest disabled patent holder in the world"""" claim that Bhati and his supporters are pushing fails as a reliable source.""""  How can you discourage people from sending information, which is relevant, reliable & notable122.161.30.232  """,0,0,0,0,0,0
73,00f0efc07027e927,"""

 What comes next 

Once we feel like we've gotten past the """"dispute"""" stage (I would say we have), someone should post a Request for page unprotection so that we can move the new version in. You might also mention that the admin should merge Naked short selling/Workshop in so that we can keep the page history. Or I'll do it later tonight - it doesn't really matter. ()(Talk) """,0,0,0,0,0,0
74,07b36c594fbd6b54,@ okay king of the Wikipedia Nazis.,1,0,0,0,0,0
75,0788e276d96cbac0,"You can't fucking block me for 3 months for fucking personal attacks or harassment! You fucking stupid hellhole, you better motherfucking let me vandalize Wikipedia again FRICKEN NOW!",1,0,1,0,1,0
76,00b1930313ca7a1c,"Change of Username (Usurpations request) Request Still In Progress  Mb-m → Mmitra 

Hi, I have requested for Change of Username using Usurpations from Mb-m → Mmitra. It's almost 8 days from the date of request but still it shows In progress, i would like to know how much time does it takes to complete the request and how long would it take to complete. Please reply as soon as possible. Thank You !

Link: Mb-m → Mmitra",0,0,0,0,0,0
77,00f59a92085d27ab,"Dear Mokele,
You have no right to tell people to die in a fire. Just because that IP address is being used for vandilism does not mean you can talk to people like that. You are in fact a bigger loser than the person who you block.",1,0,0,0,1,0
